Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
glassInclineTipHalf1,blocks,Block,,,Glass Incline Tip Half Type 1,,,,,,,,,,,,,,
glassInclineTipHalf2,blocks,Block,,,Glass Incline Tip Half Type 2,,,,,,,,,,,,,,
glassMaster,blocks,Block,,,Glass Master,,,,,,,,,,,,,,
glassPillar100,blocks,Block,,,Glass Pillar 100,,,,,,,,,,,,,,
glassPillar100Cap,blocks,Block,,,Glass Pillar 100 Cap,,,,,,,,,,,,,,
glassPillar50,blocks,Block,,,Glass Pillar 50,,,,,,,,,,,,,,
glassPillar50CNR,blocks,Block,,,Glass Pillar 50 Corner,,,,,,,,,,,,,,
glassPillar50CNRPlate,blocks,Block,,,Glass Pillar 50 Corner Plate,,,,,,,,,,,,,,
glassPillar50SquareTop,blocks,Block,,,Glass Pillar 50 Square Top,,,,,,,,,,,,,,
glassPlateCorner,blocks,Block,,,Glass Plate Corner,,,,,,,,,,,,,,
glassPlateHalfTriangle,blocks,Block,,,Glass Plate Half Triangle,,,,,,,,,,,,,,
glassPlatePole,blocks,Block,,,Glass Plate Pole,,,,,,,,,,,,,,
glassPlateQuarterTriangle,blocks,Block,,,Glass Plate Quarter Triangle,,,,,,,,,,,,,,
glassPole,blocks,Block,,,Glass Pole,,,,,,,,,,,,,,
glassPoleCornerRound,blocks,Block,,,Glass Pole Corner Round,,,,,,,,,,,,,,
glassPoleSCTR,blocks,Block,,,Glass Pole Support Centre,,,,,,,,,,,,,,
glassPoleSupport,blocks,Block,,,Glass Pole Support Type 1,,,,,,,,,,,,,,
glassPoleSupport2,blocks,Block,,,Glass Pole Support Type 2,,,,,,,,,,,,,,
glassPoleSupportCtr,blocks,Block,,,Glass Pole Support Centre,,,,,,,,,,,,,,
glassPyramid,blocks,Block,,,Glass Pyramid,,,,,,,,,,,,,,
glassPyramid1m,blocks,Block,,,Glass Pyramid 1m,,,,,,,,,,,,,,
glassQuarter,blocks,Block,,,Glass Quarter,,,,,,,,,,,,,,
glassQuarterCNR,blocks,Block,,,Glass Quarter Corner,,,,,,,,,,,,,,
glassQuarterCNR3Way,blocks,Block,,,Glass Quarter Corner 3 Way,,,,,,,,,,,,,,
glassQuarterCNRQuarterPlate,blocks,Block,,,Glass Quarter Corner Quarter Plate,,,,,,,,,,,,,,
glassQuarterSCtr,blocks,Block,,,Glass Quarter S Centre,,,,,,,,,,,,,,
glassQuarterTeeSCtr,blocks,Block,,,Glass Quarter Tee S Centre,,,,,,,,,,,,,,
glassRampIncline,blocks,Block,,,Glass Ramp Incline,,,,,,,,,,,,,,
glassRampInclineFiller,blocks,Block,,,Glass Ramp Incline Filler,,,,,,,,,,,,,,
glassRampInclineFillerHalf1,blocks,Block,,,Glass Ramp Incline Filler Half Type 1,,,,,,,,,,,,,,
glassRampInclineFillerHalf2,blocks,Block,,,Glass Ramp Incline Filler Half Type 2,,,,,,,,,,,,,,
glassRampInclineHalf1,blocks,Block,,,Glass Ramp Incline Half Type 1,,,,,,,,,,,,,,
glassRampInclineHalf2,blocks,Block,,,Glass Ramp Incline Half Type 2,,,,,,,,,,,,,,
glassRampInclineInsideCNR,blocks,Block,,,Glass Ramp Incline Inside Corner,,,,,,,,,,,,,,
glassRampInclineInsideCNRFiller,blocks,Block,,,Glass Ramp Incline Inside Corner Filler,,,,,,,,,,,,,,
glassRampInclineOutsideCNR,blocks,Block,,,Glass Ramp Incline Outside Corner,,,,,,,,,,,,,,
glassRampInclineOutsideCNRFiller,blocks,Block,,,Glass Ramp Incline Outside Corner Filler,,,,,,,,,,,,,,
glassStairs25,blocks,Block,,,Glass Stairs 25,,,,,,,,,,,,,,
glassStairs25CornerCNR,blocks,Block,,,Glass Stairs 25 Corner Corner,,,,,,,,,,,,,,
glassStairs50,blocks,Block,,,Glass Stairs 50,,,,,,,,,,,,,,
glassStairsFilledRailingLeft,blocks,Block,,,Glass Stairs Filled Railing Left,,,,,,,,,,,,,,
glassStairsFilledRailingRight,blocks,Block,,,Glass Stairs Filled Railing Right,,,,,,,,,,,,,,
glassTubeCenter,blocks,Block,,,Glass Tube Centre,,,,,,,,,,,,,,
glassTubeCorner,blocks,Block,,,Glass Tube Corner,,,,,,,,,,,,,,
glassTunnelCenter,blocks,Block,,,Glass Tunnel Centre,,,,,,,,,,,,,,
glassTunnelCorner,blocks,Block,,,Glass Tunnel Corner,,,,,,,,,,,,,,
glassWedge,blocks,Block,,,Glass Wedge,,,,,,,,,,,,,,
glassWedgeCNRInsideBottom,blocks,Block,,,Glass Wedge Corner Inside Bottom,,,,,,,,,,,,,,
glassWedgeCNRInsideSteepBase,blocks,Block,,,Glass Wedge Corner Inside Steep Base,,,,,,,,,,,,,,
glassWedgeCNRInsideSteepTop,blocks,Block,,,Glass Wedge Corner Inside Steep Top,,,,,,,,,,,,,,
glassWedgeCNRInsideTop,blocks,Block,,,Glass Wedge Corner Inside Top,,,,,,,,,,,,,,
glassWedgeCNRSteepBase,blocks,Block,,,Glass Wedge Corner Steep Base,,,,,,,,,,,,,,
glassWedgeCNRSteepTop,blocks,Block,,,Glass Wedge Corner Steep Top,,,,,,,,,,,,,,
glassWedgeIncline,blocks,Block,,,Glass Wedge Incline,,,,,,,,,,,,,,
glassWedgeInclineCornerTop,blocks,Block,,,Glass Wedge Incline Corner Top,,,,,,,,,,,,,,
glassWedgeNarrowHigh,blocks,Block,,,Glass Wedge Narrow High,,,,,,,,,,,,,,
glassWedgeNarrowLow,blocks,Block,,,Glass Wedge Narrow Low,,,,,,,,,,,,,,
glassWedgeNarrowMid,blocks,Block,,,Glass Wedge Narrow Mid,,,,,,,,,,,,,,
glassWedgeNarrowTip,blocks,Block,,,Glass Wedge Narrow Tip,,,,,,,,,,,,,,
glassWedgeRampLeftIntersection,blocks,Block,,,Glass Wedge Ramp Left Intersection,,,,,,,,,,,,,,
glassWedgeRampRightIntersection,blocks,Block,,,Glass Wedge Ramp Right Intersection,,,,,,,,,,,,,,
glassWedgeStairs,blocks,Block,,,Glass Wedge Stairs,,,,,,,,,,,,,,
glassWedgeSteepTipLeftIntersection,blocks,Block,,,Glass Wedge Steep Tip Left Intersection,,,,,,,,,,,,,,
glassWedgeSteepTipRightIntersection,blocks,Block,,,Glass Wedge Steep Tip Right Intersection,,,,,,,,,,,,,,
glassWedgeSteepWedgeLeftIntersection,blocks,Block,,,Glass Wedge Steep Wedge Left Intersection,,,,,,,,,,,,,,
glassWedgeSteepWedgeRightIntersection,blocks,Block,,,Glass Wedge Steep Wedge Right Intersection,,,,,,,,,,,,,,
glassWedgeTip,blocks,Block,,,Glass Wedge Tip,,,,,,,,,,,,,,
glassWedgeTipCNRFullBottom,blocks,Block,,,Glass Wedge Tip Corner Full Bottom,,,,,,,,,,,,,,
glassWedgeTipCNRFullTop,blocks,Block,,,Glass Wedge Tip Corner Full Top,,,,,,,,,,,,,,
glassWedgeTipHalf1,blocks,Block,,,Glass Wedge Tip Half Type 1,,,,,,,,,,,,,,
glassWedgeTipHalf2,blocks,Block,,,Glass Wedge Tip Half Type 2,,,,,,,,,,,,,,
glassWedgeTipRampLeftIntersection,blocks,Block,,,Glass Wedge Tip Ramp Left Intersection,,,,,,,,,,,,,,
glassWedgeTipRampRightIntersection,blocks,Block,,,Glass Wedge Tip Ramp Right Intersection,,,,,,,,,,,,,,
glassWedgeTipStairs,blocks,Block,,,Glass Wedge Tip Stairs,,,,,,,,,,,,,,
glassWedgeTipSteepTipLeftIntersection,blocks,Block,,,Glass Wedge Tip Steep Tip Left Intersection,,,,,,,,,,,,,,
glassWedgeTipSteepTipRightIntersection,blocks,Block,,,Glass Wedge Tip Steep Tip Right Intersection,,,,,,,,,,,,,,
glassWedgeTipSteepWedgeLeftIntersection,blocks,Block,,,Glass Wedge Tip Steep Wedge Left Intersection,,,,,,,,,,,,,,
glassWedgeTipSteepWedgeRightIntersection,blocks,Block,,,Glass Wedge Tip Steep Wedge Right Intersection,,,,,,,,,,,,,,
glassWindowArch3MCNR,blocks,Block,,,Glass Window Wide Arch Corner,,,,,,,,,,,,,,
glassWindowArch3MCTR,blocks,Block,,,Glass Window Wide Arch Centre,,,,,,,,,,,,,,
glassWindowArch3MTip,blocks,Block,,,Glass Window Wide Arch Tip,,,,,,,,,,,,,,
glassWindowArchTop,blocks,Block,,,Glass Window Arch Top,,,,,,,,,,,,,,
glassWindowCircle,blocks,Block,,,Glass Window Circle,,,,,,,,,,,,,,
glassWindowCircleCorner,blocks,Block,,,Glass Window Circle Corner,,,,,,,,,,,,,,
glassWindowTrim,blocks,Block,,,Glass Window Trim,,,,,,,,,,,,,,
glassWindowTrimBottom,blocks,Block,,,Glass Window Trim Bottom,,,,,,,,,,,,,,
glassWindowTrimSides,blocks,Block,,,Glass Window Trim Sides,,,,,,,,,,,,,,
glassWindowTrimTop,blocks,Block,,,Glass Window Trim Top,,,,,,,,,,,,,,
glassWindowTrimTopFancy,blocks,Block,,,Glass Window Trim Top Fancy,,,,,,,,,,,,,,
ironPillar0.025,blocks,Block,,,Iron Pillar 0.025,,,,,,,,,,,,,,
ironPillar0.025CTR,blocks,Block,,,Iron Pillar 0.025 Centre,,,,,,,,,,,,,,
ironPillar0.025SCTR,blocks,Block,,,Iron Pillar 0.025 S Centre,,,,,,,,,,,,,,
ironPillar0.05,blocks,Block,,,Iron Pillar 0.05,,,,,,,,,,,,,,
ironPillar0.05CTR,blocks,Block,,,Iron Pillar 0.05 Centre,,,,,,,,,,,,,,
ironPillar0.05SCTR,blocks,Block,,,Iron Pillar 0.05 S Centre,,,,,,,,,,,,,,
ironrailingFloatLeft,blocks,Block,,,Iron Railing Float Left,,,,,,,,,,,,,,
ironrailingFloatRight,blocks,Block,,,Iron Railing Float Right,,,,,,,,,,,,,,
pouredConcrete2PlateCorner,blocks,Block,,,Wet Concrete Two-Plate Corner,,,,,,,,,,,,,,
pouredConcrete2PlateCornerHalf,blocks,Block,,,Wet Concrete Two-Plate Corner Half,,,,,,,,,,,,,,
pouredConcreteArch3m,blocks,Block,,,Wet Concrete Wide Arch,,,,,,,,,,,,,,
pouredConcreteArch3m_center,blocks,Block,,,Wet Concrete Wide Arch Centre,,,,,,,,,,,,,,
pouredConcreteArch3m_tip,blocks,Block,,,Wet Concrete Wide Arch Tip,,,,,,,,,,,,,,
pouredConcreteArchCurveBase,blocks,Block,,,Wet Concrete Arch Curve Base,,,,,,,,,,,,,,
pouredConcreteArchCurveFiller,blocks,Block,,,Wet Concrete Arch Curve Filler,,,,,,,,,,,,,,
pouredConcreteArchCurveMiddle,blocks,Block,,,Wet Concrete Arch Curve Middle,,,,,,,,,,,,,,
pouredConcreteArchCurveTop,blocks,Block,,,Wet Concrete Arch Curve Top,,,,,,,,,,,,,,
pouredConcreteArchCurveTopMiddle,blocks,Block,,,Wet Concrete Arch Curve Top Middle,,,,,,,,,,,,,,
pouredConcreteArchCurveTopMiddleTopper,blocks,Block,,,Wet Concrete Arch Curve Top Middle Topper,,,,,,,,,,,,,,
pouredConcreteArchCurveWall,blocks,Block,,,Wet Concrete Arch Curve Wall,,,,,,,,,,,,,,
pouredConcreteArchCurveWallCap,blocks,Block,,,Wet Concrete Arch Curve Wall Cap,,,,,,,,,,,,,,
pouredConcreteArrowBlock,blocks,Block,,,Wet Concrete Arrow Block,,,,,,,,,,,,,,
pouredConcreteArrowSlit,blocks,Block,,,Wet Concrete Arrow Slit,,,,,,,,,,,,,,
pouredConcreteCone1m,blocks,Block,,,Wet Concrete Cone 1m,,,,,,,,,,,,,,
pouredConcreteCross,blocks,Block,,,Wet Concrete Cross,,,,,,,,,,,,,,
pouredConcreteCrossCtr,blocks,Block,,,Wet Concrete Cross Centre,,,,,,,,,,,,,,
pouredConcreteCrossHalf,blocks,Block,,,Wet Concrete Cross Half,,,,,,,,,,,,,,
pouredConcreteCrown,blocks,Block,,,Wet Concrete Crown,,,,,,,,,,,,,,
pouredConcreteCrownInsideCorner,blocks,Block,,,Wet Concrete Crown Inside Corner,,,,,,,,,,,,,,
pouredConcreteCTRQuarter,blocks,Block,,,Wet Concrete Centre Quarter,,,,,,,,,,,,,,
pouredConcreteCTRQuarterPlate4Way,blocks,Block,,,Wet Concrete Centre Quarter Plate 4-Way,,,,,,,,,,,,,,
pouredConcreteCTRQuarterSquareTop,blocks,Block,,,Wet Concrete Centre Quarter Square Top,,,,,,,,,,,,,,
pouredConcretedoorTrim1m,blocks,Block,,,Wet Concrete Door Trim 1m,,,,,,,,,,,,,,
pouredConcretedoorTrim2m,blocks,Block,,,Wet Concrete Door Trim 2m,,,,,,,,,,,,,,
pouredConcretedoorTrimHalfm,blocks,Block,,,Wet Concrete Door Trim 0.5m,,,,,,,,,,,,,,
pouredConcretedoorTrimTop,blocks,Block,,,Wet Concrete Door Trim Top,,,,,,,,,,,,,,
pouredConcreteGable,blocks,Block,,,Wet Concrete Gable,,,,,,,,,,,,,,
pouredConcreteGable1m,blocks,Block,,,Wet Concrete Gable 1m,,,,,,,,,,,,,,
pouredConcreteGable1mHalf,blocks,Block,,,Wet Concrete Gable 1m Half,,,,,,,,,,,,,,
pouredConcreteGable3Quarter,blocks,Block,,,Wet Concrete Gable Three-Quarter,,,,,,,,,,,,,,
pouredConcreteGable3QuarterHalf,blocks,Block,,,Wet Concrete Gable Three-Quarter Half,,,,,,,,,,,,,,
pouredConcreteGableHalf,blocks,Block,,,Wet Concrete Gable Half,,,,,,,,,,,,,,
pouredConcreteGableInvertedQuarterHalf,blocks,Block,,,Wet Concrete Gable Inverted Quarter Half,,,,,,,,,,,,,,
pouredConcreteGableInvertedRampHalf,blocks,Block,,,Wet Concrete Gable Inverted Ramp Half,,,,,,,,,,,,,,
pouredConcreteGableInvertedSteepHalf,blocks,Block,,,Wet Concrete Gable Inverted Steep Half,,,,,,,,,,,,,,
pouredConcreteGablePyramid,blocks,Block,,,Wet Concrete Gable Pyramid,,,,,,,,,,,,,,
pouredConcreteGableQuarterHalf,blocks,Block,,,Wet Concrete Gable Quarter Half,,,,,,,,,,,,,,
pouredConcreteHalfCentered,blocks,Block,,,Wet Concrete Half Centreed,,,,,,,,,,,,,,
pouredConcreteHalfCNRInside2,blocks,Block,,,Wet Concrete Half Inside Corner Type 2,,,,,,,,,,,,,,
pouredConcreteHalfInsideCorner,blocks,Block,,,Wet Concrete Half Inside Corner Type 1,,,,,,,,,,,,,,
pouredConcreteHalfPlate,blocks,Block,,,Wet Concrete Half Plate,,,,,,,,,,,,,,
pouredConcreteHalfRampStairs50,blocks,Block,,,Wet Concrete Half Ramp Stairs 50,,,,,,,,,,,,,,
pouredConcreteHalfRampStairs50Filler,blocks,Block,,,Wet Concrete Half Ramp Stairs 50 Filler,,,,,,,,,,,,,,
pouredConcreteInclineTipHalf1,blocks,Block,,,Wet Concrete Incline Tip Half Type 1,,,,,,,,,,,,,,
pouredConcreteInclineTipHalf2,blocks,Block,,,Wet Concrete Incline Tip Half Type 2,,,,,,,,,,,,,,
pouredConcretePillar50CNR,blocks,Block,,,Wet Concrete Pillar 50 Corner,,,,,,,,,,,,,,
pouredConcretePillar50CNRPlate,blocks,Block,,,Wet Concrete Pillar 50 Corner Plate,,,,,,,,,,,,,,
pouredConcretePillar50SquareTop,blocks,Block,,,Wet Concrete Pillar 50 Square Top,,,,,,,,,,,,,,
pouredConcretePlateCorner,blocks,Block,,,Wet Concrete Plate Corner,,,,,,,,,,,,,,
pouredConcretePlateCurved,blocks,Block,,,Wet Concrete Plate Curved,,,,,,,,,,,,,,
pouredConcretePlateHalfTriangle,blocks,Block,,,Wet Concrete Plate Half Triangle,,,,,,,,,,,,,,
pouredConcretePlatePole,blocks,Block,,,Wet Concrete Plate Pole,,,,,,,,,,,,,,
pouredConcretePlateQuarterTriangle,blocks,Block,,,Wet Concrete Plate Quarter Triangle,,,,,,,,,,,,,,
pouredConcretePoleCornerRound,blocks,Block,,,Wet Concrete Pole Corner Round,,,,,,,,,,,,,,
pouredConcretePoleSCTR,blocks,Block,,,Wet Concrete Pole Support Centre,,,,,,,,,,,,,,
pouredConcretePoleSupport,blocks,Block,,,Wet Concrete Pole Support Type 1,,,,,,,,,,,,,,
pouredConcretePoleSupport2,blocks,Block,,,Wet Concrete Pole Support Type 2,,,,,,,,,,,,,,
pouredConcretePoleSupportCtr,blocks,Block,,,Wet Concrete Pole Support Centre,,,,,,,,,,,,,,
pouredConcretePyramid1m,blocks,Block,,,Wet Concrete Pyramid 1m,,,,,,,,,,,,,,
pouredConcreteQuarterCNRQuarterPlate,blocks,Block,,,Wet Concrete Quarter Corner Quarter Plate,,,,,,,,,,,,,,
pouredConcreteRampIncline,blocks,Block,,,Wet Concrete Ramp Incline,,,,,,,,,,,,,,
pouredConcreteRampInclineFiller,blocks,Block,,,Wet Concrete Ramp Incline Filler,,,,,,,,,,,,,,
pouredConcreteRampInclineFillerHalf1,blocks,Block,,,Wet Concrete Ramp Incline Filler Half Type 1,,,,,,,,,,,,,,
pouredConcreteRampInclineFillerHalf2,blocks,Block,,,Wet Concrete Ramp Incline Filler Half Type 2,,,,,,,,,,,,,,
pouredConcreteRampInclineHalf1,blocks,Block,,,Wet Concrete Ramp Incline Half Type 1,,,,,,,,,,,,,,
pouredConcreteRampInclineHalf2,blocks,Block,,,Wet Concrete Ramp Incline Half Type 2,,,,,,,,,,,,,,
pouredConcreteRampInclineInsideCNR,blocks,Block,,,Wet Concrete Ramp Incline Inside Corner,,,,,,,,,,,,,,
pouredConcreteRampInclineInsideCNRFiller,blocks,Block,,,Wet Concrete Ramp Incline Inside Corner Filler,,,,,,,,,,,,,,
pouredConcreteRampInclineOutsideCNR,blocks,Block,,,Wet Concrete Ramp Incline Outside Corner,,,,,,,,,,,,,,
pouredConcreteRampInclineOutsideCNRFiller,blocks,Block,,,Wet Concrete Ramp Incline Outside Corner Filler,,,,,,,,,,,,,,
pouredConcreteTubeCenter,blocks,Block,,,Wet Concrete Tube Centre,,,,,,,,,,,,,,
pouredConcreteTubeCorner,blocks,Block,,,Wet Concrete Tube Corner,,,,,,,,,,,,,,
pouredConcreteTunnelCenter,blocks,Block,,,Wet Concrete Tunnel Centre,,,,,,,,,,,,,,
pouredConcreteTunnelCorner,blocks,Block,,,Wet Concrete Tunnel Corner,,,,,,,,,,,,,,
pouredConcreteWedgeInclineCornerTop,blocks,Block,,,Wet Concrete Wedge Incline Corner Top,,,,,,,,,,,,,,
pouredConcreteWedgeNarrowHigh,blocks,Block,,,Wet Concrete Wedge Narrow High,,,,,,,,,,,,,,
pouredConcreteWedgeNarrowLow,blocks,Block,,,Wet Concrete Wedge Narrow Low,,,,,,,,,,,,,,
pouredConcreteWedgeNarrowMid,blocks,Block,,,Wet Concrete Wedge Narrow Mid,,,,,,,,,,,,,,
pouredConcreteWedgeNarrowTip,blocks,Block,,,Wet Concrete Wedge Narrow Tip,,,,,,,,,,,,,,
pouredConcreteWedgeRampLeftIntersection,blocks,Block,,,Wet Concrete Wedge Ramp Left Intersection,,,,,,,,,,,,,,
pouredConcreteWedgeRampRightIntersection,blocks,Block,,,Wet Concrete Wedge Ramp Right Intersection,,,,,,,,,,,,,,
pouredConcreteWedgeSteepTipLeftIntersection,blocks,Block,,,Wet Concrete Wedge Steep Tip Left Intersection,,,,,,,,,,,,,,
pouredConcreteWedgeSteepTipRightIntersection,blocks,Block,,,Wet Concrete Wedge Steep Tip Right Intersection,,,,,,,,,,,,,,
pouredConcreteWedgeSteepWedgeLeftIntersection,blocks,Block,,,Wet Concrete Wedge Steep Wedge Left Intersection,,,,,,,,,,,,,,
pouredConcreteWedgeSteepWedgeRightIntersection,blocks,Block,,,Wet Concrete Wedge Steep Wedge Right Intersection,,,,,,,,,,,,,,
pouredConcreteWedgeTipHalf1,blocks,Block,,,Wet Concrete Wedge Tip Half Type 1,,,,,,,,,,,,,,
pouredConcreteWedgeTipHalf2,blocks,Block,,,Wet Concrete Wedge Tip Half Type 2,,,,,,,,,,,,,,
pouredConcreteWedgeTipRampLeftIntersection,blocks,Block,,,Wet Concrete Wedge Tip Ramp Left Intersection,,,,,,,,,,,,,,
pouredConcreteWedgeTipRampRightIntersection,blocks,Block,,,Wet Concrete Wedge Tip Ramp Right Intersection,,,,,,,,,,,,,,
pouredConcreteWedgeTipSteepTipLeftIntersection,blocks,Block,,,Wet Concrete Wedge Tip Steep Tip Left Intersection,,,,,,,,,,,,,,
pouredConcreteWedgeTipSteepTipRightIntersection,blocks,Block,,,Wet Concrete Wedge Tip Steep Tip Right Intersection,,,,,,,,,,,,,,
pouredConcreteWedgeTipSteepWedgeLeftIntersection,blocks,Block,,,Wet Concrete Wedge Tip Steep Wedge Left Intersection,,,,,,,,,,,,,,
pouredConcreteWedgeTipSteepWedgeRightIntersection,blocks,Block,,,Wet Concrete Wedge Tip Steep Wedge Right Intersection,,,,,,,,,,,,,,
pouredConcreteWindowArch3MCNR,blocks,Block,,,Wet Concrete Window Wide Arch Corner,,,,,,,,,,,,,,
pouredConcreteWindowArch3MCTR,blocks,Block,,,Wet Concrete Window Wide Arch Centre,,,,,,,,,,,,,,
pouredConcreteWindowArch3MTip,blocks,Block,,,Wet Concrete Window Wide Arch Tip,,,,,,,,,,,,,,
pouredConcreteWindowArchTop,blocks,Block,,,Wet Concrete Window Arch Top,,,,,,,,,,,,,,
pouredConcreteWindowCircle,blocks,Block,,,Wet Concrete Window Circle,,,,,,,,,,,,,,
pouredConcreteWindowCircleCorner,blocks,Block,,,Wet Concrete Window Circle Corner,,,,,,,,,,,,,,
pouredConcreteWindowTrim,blocks,Block,,,Wet Concrete Window Trim,,,,,,,,,,,,,,
pouredConcreteWindowTrimBottom,blocks,Block,,,Wet Concrete Window Trim Bottom,,,,,,,,,,,,,,
pouredConcreteWindowTrimSides,blocks,Block,,,Wet Concrete Window Trim Sides,,,,,,,,,,,,,,
pouredConcreteWindowTrimTop,blocks,Block,,,Wet Concrete Window Trim Top,,,,,,,,,,,,,,
pouredConcreteWindowTrimTopFancy,blocks,Block,,,Wet Concrete Window Trim Top Fancy,,,,,,,,,,,,,,
rebarFrame2PlateCorner,blocks,Block,,,Rebar Frame Two-Plate Corner,,,,,,,,,,,,,,
rebarFrame2PlateCornerHalf,blocks,Block,,,Rebar Frame Two-Plate Corner Half,,,,,,,,,,,,,,
rebarFrameArch,blocks,Block,,,Rebar Frame Arch,,,,,,,,,,,,,,
rebarFrameArch3m,blocks,Block,,,Rebar Frame Wide Arch,,,,,,,,,,,,,,
rebarFrameArch3m_center,blocks,Block,,,Rebar Frame Wide Arch Centre,,,,,,,,,,,,,,
rebarFrameArch3m_tip,blocks,Block,,,Rebar Frame Wide Arch Tip,,,,,,,,,,,,,,
rebarFrameArchCurveBase,blocks,Block,,,Rebar Frame Arch Curve Base,,,,,,,,,,,,,,
rebarFrameArchCurveFiller,blocks,Block,,,Rebar Frame Arch Curve Filler,,,,,,,,,,,,,,
rebarFrameArchCurveMiddle,blocks,Block,,,Rebar Frame Arch Curve Middle,,,,,,,,,,,,,,
rebarFrameArchCurveTop,blocks,Block,,,Rebar Frame Arch Curve Top,,,,,,,,,,,,,,
rebarFrameArchCurveTopMiddle,blocks,Block,,,Rebar Frame Arch Curve Top Middle,,,,,,,,,,,,,,
rebarFrameArchCurveTopMiddleTopper,blocks,Block,,,Rebar Frame Arch Curve Top Middle Topper,,,,,,,,,,,,,,
rebarFrameArchCurveWall,blocks,Block,,,Rebar Frame Arch Curve Wall,,,,,,,,,,,,,,
rebarFrameArchCurveWallCap,blocks,Block,,,Rebar Frame Arch Curve Wall Cap,,,,,,,,,,,,,,
rebarFrameArrowBlock,blocks,Block,,,Rebar Frame Arrow Block,,,,,,,,,,,,,,
rebarFrameArrowSlit,blocks,Block,,,Rebar Frame Arrow Slit,,,,,,,,,,,,,,
rebarFrameArrowSlitHalf,blocks,Block,,,Rebar Frame Arrow Slit Half,,,,,,,,,,,,,,
rebarFrameCNRRampFiller,blocks,Block,,,Rebar Frame Corner Ramp Filler,,,,,,,,,,,,,,
rebarFrameCNRRound,blocks,Block,,,Rebar Frame Corner Round,,,,,,,,,,,,,,
rebarFrameCNRRoundTop,blocks,Block,,,Rebar Frame Corner Round Top,,,,,,,,,,,,,,
rebarFrameCone1m,blocks,Block,,,Rebar Frame Cone 1m,,,,,,,,,,,,,,
rebarFrameCross,blocks,Block,,,Rebar Frame Cross,,,,,,,,,,,,,,
rebarFrameCrossCtr,blocks,Block,,,Rebar Frame Cross Centre,,,,,,,,,,,,,,
rebarFrameCrossHalf,blocks,Block,,,Rebar Frame Cross Half,,,,,,,,,,,,,,
rebarFrameCrown,blocks,Block,,,Rebar Frame Crown,,,,,,,,,,,,,,
rebarFrameCrownInsideCorner,blocks,Block,,,Rebar Frame Crown Inside Corner,,,,,,,,,,,,,,
rebarFrameCTRPlate,blocks,Block,,,Rebar Frame Centre Plate,,,,,,,,,,,,,,
rebarFrameCTRpole,blocks,Block,,,Rebar Frame Centrepole,,,,,,,,,,,,,,
rebarFrameCTRQuarter,blocks,Block,,,Rebar Frame Centre Quarter,,,,,,,,,,,,,,
rebarFrameCTRQuarterPlate4Way,blocks,Block,,,Rebar Frame Centre Quarter Plate 4-Way,,,,,,,,,,,,,,
rebarFrameCTRQuarterSquareTop,blocks,Block,,,Rebar Frame Centre Quarter Square Top,,,,,,,,,,,,,,
rebarFramedoorTrim1m,blocks,Block,,,Rebar Frame Door Trim 1m,,,,,,,,,,,,,,
rebarFramedoorTrim2m,blocks,Block,,,Rebar Frame Door Trim 2m,,,,,,,,,,,,,,
rebarFramedoorTrimHalfm,blocks,Block,,,Rebar Frame Door Trim 0.5m,,,,,,,,,,,,,,
rebarFramedoorTrimTop,blocks,Block,,,Rebar Frame Door Trim Top,,,,,,,,,,,,,,
rebarFrameGable,blocks,Block,,,Rebar Frame Gable,,,,,,,,,,,,,,
rebarFrameGable1m,blocks,Block,,,Rebar Frame Gable 1m,,,,,,,,,,,,,,
rebarFrameGable1mHalf,blocks,Block,,,Rebar Frame Gable 1m Half,,,,,,,,,,,,,,
rebarFrameGable3Quarter,blocks,Block,,,Rebar Frame Gable Three-Quarter,,,,,,,,,,,,,,
rebarFrameGable3QuarterHalf,blocks,Block,,,Rebar Frame Gable Three-Quarter Half,,,,,,,,,,,,,,
rebarFrameGableHalf,blocks,Block,,,Rebar Frame Gable Half,,,,,,,,,,,,,,
rebarFrameGableInvertedHalf,blocks,Block,,,Rebar Frame Gable Inverted Half,,,,,,,,,,,,,,
rebarFrameGableInvertedQuarter,blocks,Block,,,Rebar Frame Gable Inverted Quarter,,,,,,,,,,,,,,
rebarFrameGableInvertedQuarterHalf,blocks,Block,,,Rebar Frame Gable Inverted Quarter Half,,,,,,,,,,,,,,
rebarFrameGableInvertedRampHalf,blocks,Block,,,Rebar Frame Gable Inverted Ramp Half,,,,,,,,,,,,,,
rebarFrameGableInvertedSteep,blocks,Block,,,Rebar Frame Gable Inverted Steep,,,,,,,,,,,,,,
rebarFrameGableInvertedSteepHalf,blocks,Block,,,Rebar Frame Gable Inverted Steep Half,,,,,,,,,,,,,,
rebarFrameGablePyramid,blocks,Block,,,Rebar Frame Gable Pyramid,,,,,,,,,,,,,,
rebarFrameGableQuarter,blocks,Block,,,Rebar Frame Gable Quarter,,,,,,,,,,,,,,
rebarFrameGableQuarterHalf,blocks,Block,,,Rebar Frame Gable Quarter Half,,,,,,,,,,,,,,
rebarFrameHalfCentered,blocks,Block,,,Rebar Frame Half Centreed,,,,,,,,,,,,,,
rebarFrameHalfCNRInside2,blocks,Block,,,Rebar Frame Half Inside Corner Type 2,,,,,,,,,,,,,,
